Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B	pmid/DOI
4068	SH2D1A	89884	LHX4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4077	NBR1	6860	SYT4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4081	MAB21L1	6477	SIAH1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4085	MAD2L1	6386	SDCBP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4085	MAD2L1	9587	MAD2L1BP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4085	MAD2L1	9817	KEAP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4085	MAD2L1	81628	TSC22D4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4088	SMAD3	4223	MEOX2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4088	SMAD3	8548	BLZF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4088	SMAD3	11059	WWP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4088	SMAD3	79869	CPSF7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4088	SMAD3	80125	CCDC33	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4088	SMAD3	150483	TEKT4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4089	SMAD4	8543	LMO4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4089	SMAD4	83593	RASSF5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4100	MAGEA1	5090	PBX3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4100	MAGEA1	6404	SELPLG	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4100	MAGEA1	11074	TRIM31	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4100	MAGEA1	25764	HYPK	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4100	MAGEA1	54471	MIEF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4100	MAGEA1	55337	C19orf66	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4100	MAGEA1	64284	RAB17	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4100	MAGEA1	163050	ZNF564	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4100	MAGEA1	285753	CEP57L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4103	MAGEA4	7083	TK1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4103	MAGEA4	7381	UQCRB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4103	MAGEA4	23558	WBP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4103	MAGEA4	51421	AMOTL2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4103	MAGEA4	80700	UBXN6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4103	MAGEA4	84707	BEX2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4103	MAGEA4	84948	TIGD5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4103	MAGEA4	140691	TRIM69	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4103	MAGEA4	150483	TEKT4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4103	MAGEA4	154796	AMOT	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	5144	PDE4D	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	6168	RPL37A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	6811	STX5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	7289	TULP3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	8440	NCK2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	8723	SNX4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	9275	BCL7B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	9550	ATP6V1G1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	10142	AKAP9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	10190	TXNDC9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	10282	BET1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	10640	EXOC5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	11332	ACOT7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	22844	FRMPD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	54438	GFOD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	55758	RCOR3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	55957	LIN37	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	56204	FAM214A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	57402	S100A14	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	57559	STAMBPL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	57639	CCDC146	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	57819	LSM2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	63898	SH2D4A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	83937	RASSF4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	84173	ELMOD3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	91647	ATPAF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	115106	HAUS1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	116841	SNAP47	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	124149	ANKRD26P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	145282	MIPOL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	154865	IQUB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	254251	LCORL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	283385	MORN3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4105	MAGEA6	340359	KLHL38	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4107	MAGEA8	4115	MAGEB4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4107	MAGEA8	5311	PKD2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4107	MAGEA8	23281	MTUS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4107	MAGEA8	25801	GCA	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4107	MAGEA8	56925	LXN	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4107	MAGEA8	340542	BEX5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4108	MAGEA9	26060	APPL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	4715	NDUFB9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	4846	NOS3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	5303	PIN4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	6770	STAR	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	7170	TPM3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	9112	MTA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	9767	JADE3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	10007	GNPDA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	10018	BCL2L11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	10495	ENOX2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	10868	USP20	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	22980	TCF25	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	23059	CLUAP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	25828	TXN2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	25953	PNKD	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	27042	DIEXF	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	54431	DNAJC10	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	55093	WDYHV1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	55147	RBM23	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	55619	DOCK10	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	55621	TRMT1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	55698	RADIL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	57639	CCDC146	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	64770	CCDC14	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	84105	PCBD2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	84707	BEX2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	114908	TMEM123	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	124460	SNX20	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	130013	ACMSD	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	162681	C18orf54	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	166979	CDC20B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	170261	ZCCHC12	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4110	MAGEA11	284486	THEM5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	4878	NPPA	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	7582	ZNF33B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	22955	SCMH1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	27343	POLL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	51225	ABI3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	55296	TBC1D19	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	56181	MTFR1L	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	79025	C20orf195	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	79072	FASTKD3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	79745	CLIP4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	113115	MTFR2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	284058	KANSL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	339345	NANOS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4111	MAGEA12	388272	C16orf87	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4113	MAGEB2	57096	RPGRIP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	6093	ROCK1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	7143	TNR	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	8687	KRT38	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	9146	HGS	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	9412	MED21	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	10900	RUNDC3A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	25959	KANK2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	29761	USP25	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	64753	CCDC136	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	83878	USHBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	84445	LZTS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	84905	ZNF341	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	222894	FERD3L	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4115	MAGEB4	284403	WDR62	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4116	MAGOH	6871	TADA2A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4116	MAGOH	9939	RBM8A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4118	MAL	5798	PTPRN	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4118	MAL	84929	FIBCD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4118	MAL	85027	SMIM3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4118	MAL	286006	LSMEM1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4118	MAL	388633	LDLRAD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4143	MAT1A	4143	MAT1A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4144	MAT2A	4144	MAT2A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4144	MAT2A	27430	MAT2B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4144	MAT2A	155006	TMEM213	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4148	MATN3	6925	TCF4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4148	MATN3	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4148	MATN3	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4149	MAX	4601	MXI1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4149	MAX	54971	BANP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4149	MAX	55898	UNC45A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4154	MBNL1	64782	AEN	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4155	MBP	58190	CTDSP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4171	MCM2	4175	MCM6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4174	MCM5	11030	RBPMS	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4174	MCM5	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4175	MCM6	6629	SNRPB2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4175	MCM6	55388	MCM10	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4175	MCM6	84140	FAM161A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4175	MCM6	221504	ZBTB9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	4665	NAB2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	5987	TRIM27	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	6668	SP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	9240	PNMA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	29979	UBQLN1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	51562	MBIP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	57159	TRIM54	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	79839	CCDC102B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	79892	MCMBP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	83878	USHBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	116328	C8orf34	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	145282	MIPOL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4176	MCM7	158067	AK8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	6925	TCF4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	10241	CALCOCO2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	26575	RGS17	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	83755	KRTAP4-12	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	83899	KRTAP9-2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	85280	KRTAP9-4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	85287	KRTAP4-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	199834	LCE4A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	440023	KRTAP5-6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4184	SMCP	653240	KRTAP4-11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	4188	MDFI	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	4665	NAB2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	5068	REG3A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	5300	PIN1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	5565	PRKAB2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	5819	PVRL2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	6687	SPG7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	6924	TCEB3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	6944	VPS72	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7050	TGIF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7135	TNNI1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7142	TNP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7301	TYRO3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7376	NR1H2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7428	VHL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7481	WNT11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7633	ZNF79	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7678	ZNF124	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7695	ZNF136	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7697	ZNF138	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7711	ZNF155	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7766	ZNF223	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	7773	ZNF230	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	8227	AKAP17A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	8862	APLN	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	9328	GTF3C5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	9422	ZNF264	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	9500	MAGED1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	9586	CREB5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	9674	KIAA0040	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	9743	ARHGAP32	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	9841	ZBTB24	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	10062	NR1H3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	10252	SPRY1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	10253	SPRY2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	10524	KAT5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	10781	ZNF266	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	10865	ARID5A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	10868	USP20	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	10954	PDIA5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	11334	TUSC2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	22893	BAHD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	23005	MAPKBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	23500	DAAM2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
4188	MDFI	23503	ZFYVE26	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
