HGNC symbol	Chromosome Name	Gene Start (bp)	Gene End (bp)
RNU6-903P	18	9617964	9618072
RNU7-124P	9	37936707	37936768
TARM1	CHR_HSCHR19LRC_PGF2_CTG3_1	54069947	54081380
OR8K3	11	56318307	56319245
MIR517A	19	53712268	53712354
PRAMEF14	1	13342034	13347134
MIR1538	16	69565808	69565868
RNA5SP104	2	134231195	134231312
MIR1289-1	20	35453954	35454097
OR5R1	11	56417258	56418232
MIR4534	22	37988794	37988853
RNU6-28P	22	31479383	31479489
RNU6-1014P	15	46660658	46660760
OR5AR1	11	56663686	56664618
RNVU1-14	1	145281116	145281279
RN7SKP135	8	63609354	63609600
LSM11	5	157743695	157760709
ZNF789	7	99472841	99503650
OR6Q1	11	58030953	58031906
RNA5SP227	7	22298594	22298706
RNU7-127P	2	236037250	236037311
RNU6-1045P	2	191370938	191371044
OAS2	12	112978395	113011723
OR1S1	11	58214745	58215722
RNU6-1077P	12	130869736	130869837
RNU6-396P	21	46525618	46525722
ARID3C	9	34621379	34628107
PEX14	1	10472288	10630758
RNU6-1179P	19	22555261	22555367
TACR2	10	69403903	69416867
SNORD115-18	15	25203227	25203308
RNA5SP489	21	25202207	25202315
RNU6-109P	Y	16248935	16249041
OR8D2	11	124319262	124320197
OSCAR	CHR_HSCHR19LRC_LRC_T_CTG3_1	54094681	54102740
RNA5SP178	5	16033229	16033356
MIR3908	12	123536409	123536534
RNU1-38P	2	85728194	85728337
RNU6-1326P	21	15614283	15614389
OR8B4	11	124423942	124424871
RNU6-645P	6	15324367	15324472
RNU7-182P	2	127017421	127017482
MED15P3	2	131395217	131395542
MIR8086	10	28289258	28289350
MIR4677	CHR_HSCHR1_3_CTG32_1	243346176	243346255
CCDC85B	11	65890112	65891635
OR5H6	3	98264285	98265262
RN7SKP76	16	61743154	61743476
MIR4298	11	1859464	1859536
RNU7-192P	4	188716665	188716725
OR10C1	6	29440016	29440954
MIR125B1	11	122099757	122099844
RNA5SP239	7	116944286	116944414
MIR342	14	100109655	100109753
RNU7-102P	8	69110513	69110574
RNA5SP517	X	146427456	146427572
OR1B1	9	122628579	122629535
RN7SL760P	8	73833773	73834042
MIR6876	8	25345402	25345474
RNU6-332P	X	94003815	94003922
MIR6873	CHR_HSCHR6_MHC_MCF_CTG1	33457570	33457632
RN7SL423P	2	160877547	160877850
SNORA14B	1	235127803	235127937
RNU1-95P	Y	18116848	18117007
RNU6-591P	X	39081180	39081285
RNU7-24P	16	24400056	24400117
RNU6-878P	11	2321718	2321827
SNORD116-10	15	25074114	25074215
RNU1-89P	4	135995929	135996092
RNU6-1279P	3	196393710	196393812
FBF1	17	75910723	75938149
RNU1-28P	14	34556226	34556389
MIR3689A	9	134849487	134849564
SNORD10	17	7576811	7576952
RNU6-310P	4	53265461	53265567
MIR8061	CHR_HSCHR19LRC_PGF1_CTG3_1	54575821	54575895
MIR7160	CHR_HSCHR8_8_CTG1	2076503	2076554
RN7SL327P	15	75292706	75292928
MIR133A1	18	21825698	21825785
CAPS	19	5914407	5915322
MUC13	3	124905442	124953819
MIR4790	3	5250177	5250255
MIR302C	4	112648363	112648430
MIR4752	CHR_HSCHR19LRC_PGF2_CTG3_1	54282736	54282807
OR12D2	6	29396700	29397623
FGF20	8	16992169	17002181
RNU6-525P	5	180444509	180444612
MIR4690	11	65636310	65636369
RN7SL45P	17	31518432	31518729
MIR5579	11	79422169	79422226
MIR599	8	99536636	99536730
MIR652	X	110055319	110055427
SNORD14A	11	17074654	17074744
SNORD116-5	15	25062333	25062427
MIR6511A1	CHR_HSCHR16_1_CTG1	15172727	15172793
RNU6-674P	2	85204926	85205032
RN7SKP264	9	86258358	86258646
PRPF31	CHR_HSCHR19LRC_LRC_T_CTG3_1	54115536	54131896
MIR544A	14	101048658	101048748
RN7SL629P	5	87294189	87294473
RNA5SP38	13	106155372	106155490
MIRLET7C	21	16539823	16539916
RNA5SP351	11	111928400	111928508
MIR875	8	99536786	99536861
RNU6-206P	7	139315291	139315394
MIR7150	9	123485529	123485622
MIR6738	1	155951273	155951336
MIR452	X	151959607	151959719
RNU1-109P	18	797989	798135
KCNQ2	CHR_HSCHR20_1_CTG4	63414903	63466150
RNA5SP426	16	50869455	50869575
TBC1D3G	17	36323884	36334759
RN7SL326P	1	40804846	40805141
RNU2-51P	14	70360892	70361088
PVRL2	19	44846175	44889228
RNA5S1	1	228610268	228610386
RNU6-409P	22	50691260	50691363
CD1A	1	158254137	158258269
RNA5SP141	3	134783436	134783555
RNA5SP145	3	151188099	151188223
MIR513A1	X	147213463	147213591
MKNK1	1	46557408	46616843
RNU1-8P	1	7219360	7219524
MIR6770-1	CHR_HSCHR16_1_CTG1	15166001	15166060
RNU6-911P	7	139448740	139448843
RN7SKP14	17	54770949	54771277
MIR6511A4	16	18344013	18344079
RN7SL468P	2	119169822	119170115
RNU1-87P	6	37915573	37915742
RNU6ATAC28P	14	83750384	83750501
SNORA30	16	30710537	30710665
MIR4273	3	75738280	75738363
MIR2115	3	48316360	48316459
RNU6-831P	18	3894699	3894805
SNORD116-19	15	25086527	25086618
RN7SL322P	19	47581023	47581321
IGHV3-38	14	106410493	106411021
RNA5SP309	10	31259599	31259704
SNORA38	CHR_HSCHR6_MHC_MCF_CTG1	31699371	31699502
RN7SL558P	4	39761000	39761298
TBL1XR1-AS1	3	177037405	177047923
MIR1285-1	7	92204015	92204098
RNU6-266P	X	22527835	22527941
RNU6-423P	1	212692264	212692367
RNU6-1099P	1	19305076	19305182
RNU6-882P	3	9919051	9919153
MIR4526	18	13611114	13611200
LINC00342	2	95807118	95816215
RNU6-700P	12	9624122	9624228
WHAMMP2	CHR_HSCHR15_4_CTG8	28879087	28900706
RN7SL597P	13	41121876	41122171
SNORD116-20	15	25087662	25087753
RNU6-388P	7	33001950	33002054
NLRP6	11	278365	285359
MIR4502	13	114273828	114273908
ASS1	9	130444929	130501274
RNA5SP20	1	77614869	77614952
MIR3064	17	64500773	64500839
RNU4-12P	6	85993021	85993159
RNU6-867P	X	76244968	76245074
RNU7-94P	12	106282927	106282989
ACAD9	3	128879596	128916067
RNU4ATAC	2	121530881	121531007
RNU6-632P	10	25819363	25819426
MIR1273D	1	10227718	10227803
MIR8065	16	5632467	5632566
OR2S2	9	35957139	35958098
MIR596	8	1817231	1817307
RNU1-51P	CHR_HSCHR4_3_CTG12	189709539	189709714
RNU6-1119P	5	100153672	100153779
RNU6-55P	CHR_HSCHR13_1_CTG3	18869185	18869291
RNU6-163P	10	4514952	4515057
GRAMD1C	3	113828182	113947174
SUMO2P1	CHR_HSCHR6_MHC_APD_CTG1	29636180	29636463
RNU6-627P	2	163288995	163289096
MIR197	1	109598893	109598967
RNU1-130P	1	96225901	96226060
MIR6827	3	134367804	134367862
MIR30D	8	134804876	134804945
RN7SL443P	20	44007248	44007537
MIR6849	8	144400277	144400345
KIF12	9	114086126	114099227
RN7SL842P	19	14588357	14588656
GINS1	20	25407727	25452628
MIR4456	CHR_HSCHR5_5_CTG1	535840	535882
RNU6-323P	8	38166012	38166118
RNU6-1335P	7	56340231	56340337
SNORD118	17	8173454	8173587
SNORA38	6	31623079	31623210
MIR5095	1	52934930	52935017
RNA5SP204	6	17721786	17721903
RNU4-18P	6	131642818	131642966
TRI-TAT2-2	6	27020335	27020447
RNA5SP402	15	100074081	100074190
C17orf100	17	6651914	6652270
RNU6-320P	X	136583240	136583345
RNU6-1268P	14	19422815	19422921
RNU6-1293P	9	64880369	64880475
CNOT3	CHR_HSCHR19LRC_COX2_CTG3_1	54138182	54156191
RNU6-1317P	3	175767558	175767661
CFAP99	4	2426476	2462926
SNORA67	17	7577955	7578091
MIR5008	1	227941590	227941683
MIR567	3	112112801	112112898
MIR4640	CHR_HSCHR6_MHC_QBL_CTG1	30880458	30880547
RNU6-67P	13	83298071	83298167
RNU6-933P	11	60985061	60985167
RN7SL845P	7	152757662	152757951
MIR5100	10	42997563	42997681
BLOC1S5	6	8015810	8064376
RNU6-662P	1	151747597	151747700
MIR583	5	96079138	96079212
SNORD15A	11	75400391	75400538
RN7SL346P	15	90166233	90166526
RNA5SP217	6	127317883	127317973
C11orf71	11	114399960	114400331
SNORA1	11	93732004	93732133
RNU1-51P	CHR_HSCHR4_6_CTG12	189709539	189709714
FAM204CP	13	75688556	75689197
RNU6-624P	2	228169743	228169849
RNU4-89P	3	196747192	196747324
RNU6-96P	7	66395191	66395286
RNU6-1079P	5	32234766	32234875
RN7SKP78	10	6149623	6149940
RNU6-1266P	10	77776951	77777055
RNA5SP242	7	128697439	128697556
RNA5SP108	2	161409554	161409670
RN7SL65P	2	174240143	174240457
RNU6-1193P	9	64380194	64380300
LINC00547	13	37534940	37551536
RN7SL370P	1	77645324	77645618
RNU6-1122P	2	182873841	182873947
LINC01377	5	3177835	3181232
ITPR3	6	33620365	33696574
RNU6-995P	X	80936434	80936540
ABCD1P4	22	16387694	16390887
MIR4467	7	102471469	102471531
RN7SL81P	7	128761338	128761598
RN7SL647P	3	78115158	78115457
RN7SL420P	1	115606471	115606768
MIR524	19	53710988	53711093
RNA5S12	1	228634871	228634989
RNU7-105P	11	72621766	72621827
PRAMEF32P	1	13273539	13275627
RNU6-1124P	X	42174279	42174385
MIR6842	8	27433370	27433434
RN7SL332P	6	15112968	15113221
RNU6-785P	9	138259595	138259698
MIR4537	14	105859484	105859553
MIR152	17	48037154	48037262
RNU6-1000P	4	76356610	76356715
MIR624	14	31014646	31014742
BMP15	X	50910784	50916607
LINC01017	5	3496229	3504004
SUSD2	22	24181259	24189110
CD300LG	17	43847148	43863629
RNU6-453P	17	44307088	44307172
RNU6-516P	15	40529570	40529673
RNU11-4P	8	126671522	126671654
MIR218-2	5	168768146	168768255
MIR124-3	20	63178500	63178586
SNORA7A	3	12840312	12840450
RNU6-188P	15	42427591	42427697
MIRLET7G	3	52268267	52268377
RNU6-774P	4	84233657	84233763
SNORD82	2	231460371	231460440
MMP10	11	102770503	102780628
MIR4757	2	19348429	19348505
RNU1-55P	20	5890055	5890212
RN7SL98P	9	15525782	15526081
RNU6-710P	9	111996635	111996739
RNU6-200P	6	126590287	126590393
LINC01019	5	3417152	3536094
MIR6500	1	51060018	51060103
MIR548AQ	3	185767847	185767904
RNU6-222P	19	54868939	54869045
SNORD113-5	14	100938187	100938264
RNU6-988P	8	38122374	38122480
RN7SKP99	14	57837354	57837660
MIR633	17	62944215	62944312
MIR6854	9	98229149	98229217
RNA5SP448	17	74417594	74417704
MIR7162	10	30368597	30368665
SNORD52	CHR_HSCHR6_MHC_COX_CTG1	31824440	31824506
FRMD6-AS2	14	51454512	51599952
SEPT9	CHR_HSCHR17_3_CTG4	77292191	77306525
RNU6-353P	15	43702363	43702470
MIR4783	2	127423537	127423618
SNORA70B	2	61417244	61417378
RNU6-1118P	10	38423625	38423728
RN7SKP117	CHR_HSCHR5_4_CTG1_1	125350868	125351131
MIR1285-2	2	70252918	70253005
MIR3136	3	69048958	69049035
RNU7-57P	1	174095241	174095302
MIR548N	7	34940760	34940834
RNU6-392P	7	106208167	106208267
RNU6-507P	3	149779009	149779108
RNU6-1281P	1	51538625	51538729
RN7SL706P	14	68149617	68149908
PRRX1	1	170662728	170739419
MIR519C	19	53686469	53686555
RNU2-23P	11	65147584	65147778
MIR526B	19	53694393	53694475
RNU6-7	14	32202045	32202151
RN7SL325P	X	137595265	137595547
RN7SL310P	18	50206998	50207278
MIR4713	15	51242190	51242264
RNU6-22P	16	69175671	69175777
RNU6-646P	3	196708859	196708964
NLRP7	CHR_HSCHR19LRC_LRC_J_CTG3_1	54956665	54980661
RNU6-212P	15	59341314	59341417
RNU6-699P	4	66897262	66897371
RNA5SP436	17	15782341	15782455
MAT2B	5	163503114	163519336
MIR586	6	45197674	45197770
MIR600	9	123111546	123111643
CLK2	1	155262868	155278491
RNU1-129P	1	148014417	148014583
MIR185	22	20033133	20033241
RNU6-1265P	1	14124233	14124335
XXYLT1-AS2	3	195147871	195152790
MIR6857	X	53405673	53405765
RNU2-58P	17	59129276	59129458
MIR4793	3	48644194	48644280
RNA5SP229	7	33177740	33177838
MIR4539	CHR_HSCHR14_3_CTG1	105858284	105858343
TP53TG3D	16	32252719	32255922
RNA5SP418	16	35752826	35752942
RNU6-1175P	11	70075363	70075469
CHST13	3	126524283	126543291
MIR1282	15	43793659	43793759
MIR1301	2	25328633	25328744
RNU6-281P	3	70808350	70808452
SERF1A	5	70900665	70918530
MIR5571	22	22886267	22886379
RN7SL525P	19	58543299	58543578
RHPN1	8	143368855	143384220
RNU6-1333P	2	238028971	238029063
RNA5SP481	20	32008351	32008472
SNORD114-17	14	100974806	100974880
RN7SL304P	1	19970969	19971269
RNU6-727P	5	87420341	87420447
RNU105B	20	8831186	8831393
MIR1825	20	32237795	32237847
MIR5047	17	64501214	64501313
MIR562	2	232172653	232172747
LCN2	9	128149071	128153455
DEFB112	6	50043575	50048651
MIR1302-6	7	18127220	18127309
RN7SKP146	18	586517	586850
RN7SKP225	9	99284022	99284373
SNORD19B	3	52690744	52690827
LENG1	CHR_HSCHR19LRC_LRC_I_CTG3_1	54156127	54160192
MIR3913-1	12	69584722	69584823
MIR3913-2	12	69584722	69584823
MIR564	3	44861888	44861981
KLHL36	16	84648525	84667686
SNORD49A	17	16440036	16440106
RN7SL715P	3	155437538	155437823
RNU6-361P	12	108926435	108926541
PCDHA8	5	140841187	141012344
MIR3179-2	16	16300159	16300242
MIR7109	22	31621467	31621531
RNU6-1149P	21	42417497	42417593
TSTD2	9	97600080	97633575
RNA5SP85	2	11561661	11561779
MIR135B	1	205448291	205448403
RNA5SP440	17	38731802	38731920
TRPM3	9	70529063	71446904
MYT1	20	64151791	64242253
TIGD2	4	89111500	89114899
ODF4	17	8339864	8346046
RN7SL608P	17	2680958	2681236
MIR1199	19	14073361	14073479
NLRP7	CHR_HSCHR19LRC_COX1_CTG3_1	54852540	54876536
SCARNA10	12	6510222	6510551
RN7SL600P	1	150568971	150569269
RNU6-631P	15	21866210	21866316
MIR4747	19	4932687	4932740
PPP1R11	6	30066709	30070333
MIR124-1	8	9903388	9903472
KCTD4	13	45192853	45194717
MIR4259	1	159899979	159900079
RN7SL475P	1	59974757	59975054
RN7SL188P	11	16576851	16577135
MIR4639	6	16141556	16141624
IGHG1	CHR_HSCHR14_3_CTG1	105737114	106212242
RN7SL543P	16	67019519	67019817
RNU6-1043P	16	30701337	30701435
ATP5F1	1	111448864	111462773
SNORA76A	16	58559796	58559929
SNORD115-20	15	25206262	25206343
MPHOSPH10	2	71130314	71150101
RN7SKP187	7	112288623	112288952
RNU6ATAC26P	3	57619447	57619572
GUSBP11	22	23638487	23717356
TAS2R19	12	11021619	11022620
RN7SL792P	17	15408384	15408688
RNU6-1046P	14	23259460	23259566
MIR219A1	CHR_HSCHR6_MHC_QBL_CTG1	33136650	33136759
RN7SKP67	4	182631454	182631688
RNA5SP48	1	51973410	51973535
SNORA4	3	186787612	186787749
SNORD32B	CHR_HSCHR6_MHC_MCF_CTG1	29582051	29582134
MIR151A	8	140732565	140732676
RNU6-949P	1	27675603	27675709
MIR6845	8	143837756	143837816
RNA5SP174	4	190015138	190015255
MIR718	X	154019920	154019995
RN7SKP96	4	86336318	86336614
RNU6-589P	X	102678707	102678813
RNA5SP420	16	35754046	35754182
DUSP14	CHR_HSCHR17_7_CTG4	37494470	37518136
SURF1	9	133351755	133356676
RNY4P23	X	70396279	70396375
RN7SL510P	15	75895040	75895302
MIR4776-2	2	212926257	212926336
MIR4776-1	2	212926257	212926336
FTHL17	X	31071241	31072053
RNU6-694P	9	4386410	4386556
RNA5SP496	22	31305404	31305512
RNU6-490P	10	27088321	27088427
TXNDC9	2	99318982	99340702
RNU1-105P	6	47823390	47823550
RN7SL368P	19	43660500	43660776
SNORD94	2	86135870	86136006
RN7SL713P	1	58565631	58565932
MIR1248	3	186786672	186786777
FRMD6-AS1	14	51649516	51651744
RNU6-711P	17	29424762	29424867
RNU6-1233P	3	175397247	175397348
RN7SL806P	8	42881236	42881517
RN7SKP30	4	55540502	55540835
TMEM91	19	41350911	41384083
MIR621	13	40810766	40810861
TAS2R14	12	10937406	11171573
RN7SKP178	2	205900630	205900958
KRT18P1	CHR_HSCHR6_MHC_QBL_CTG1	28969118	28970448
RNU1-61P	6	32549940	32550090
SNORD87	8	66922467	66922555
RNU6-803P	19	53719064	53719165
RNU6-1005P	16	21642054	21642160
RNA5SP84	2	11517397	11517503
SNORD36A	9	133350456	133350528
OR2AG1	11	6785017	6786014
KIR2DS3	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54782575	54796808
SNORD113-3	14	100929919	100929990
RNA5SP378	12	131801315	131801434
CFB	CHR_HSCHR6_MHC_DBB_CTG1	31927837	31934271
MIR6850	8	144791931	144791991
MIR6511B2	16	15134066	15134150
RN7SKP281	2	157298807	157299158
RN7SKP100	20	43063326	43063609
MIR3138	4	10078611	10078692
SNORD116-1	15	25051477	25051571
TMEM56	1	95117338	95197607
MIR4722	16	88716278	88716337
RNA5SP392	15	40331537	40331648
KRT18P28	1	182959074	182960405
SNORA2A	12	48656648	48656782
DPY19L2P2	7	103175133	103280410
FKBPL	CHR_HSCHR6_MHC_COX_CTG1	32077157	32078741
MIR631	15	75353611	75353685
ERLEC1	2	53787044	53818819
MIR371A	19	53787675	53787741
RNU105C	8	54330687	54330895
MIR181B1	1	198858873	198858982
RNU6-899P	11	58026706	58026812
MIR6742	1	228397048	228397109
MIR3714	3	16933196	16933260
RNU6-403P	1	221837334	221837437
MIR548H3	17	13543529	13543646
SNORA22	7	65755526	65755659
RNU6-90P	15	51907200	51907305
MIR212	17	2050271	2050380
PPIAP23	13	91272081	91272577
RNU6-1210P	18	14759188	14759294
SNORD114-29	14	100990091	100990160
RN7SL809P	12	56670450	56670746
RNU6-1228P	9	75198071	75198177
RNU6-120P	18	21120404	21120506
HCG16	CHR_HSCHR6_MHC_QBL_CTG1	28986785	28988521
TIA1	2	70209444	70248660
RN7SL126P	2	85567662	85567960
RNU6-1328P	7	94495299	94495404
SNORA76A	16	58559796	58559931
RN7SKP82	4	42892396	42892618
RN7SKP197	12	119631090	119631386
MIR7705	8	100702968	100703024
NPM1P36	6	55939790	55940624
MIR1184-3	X	155457517	155457615
RNA5SP100	2	91674857	91674966
RNU6-856P	3	52551846	52551943
RNU6-455P	14	31686692	31686798
MIR1233-2	15	34528290	34528371
MIR4730	17	80419418	80419493
RNA5SP286	9	73750972	73751077
SNORA40	11	93735111	93735236
RNU7-55P	8	9072455	9072516
RDH13	CHR_HSCHR19LRC_COX2_CTG3_1	54715159	54734052
RPS27	1	153990759	153992150
RN7SL121P	19	2595019	2595291
RN7SL657P	1	1405460	1405752
LINC01405	12	110936585	110958208
RNA5SP495	22	26390667	26390776
MIR4456	5	535840	535882
RN7SL278P	15	76976915	76977210
RNU4ATAC15P	9	33174170	33174295
MIR4436A	2	88812370	88812454
RN7SL445P	10	5631463	5631755
SUMO2P19	8	102242040	102242619
RNU6-316P	18	14190700	14190806
MIR4741	18	22933349	22933438
MIR4455	4	184938383	184938440
MIR6813	20	64076955	64077010
SNORA71E	20	38448084	38448215
MIR5701-3	15	21951242	21951323
CPNE2	16	57092537	57148367
BAMBI	10	28677342	28682939
BTNL2	CHR_HSCHR6_8_CTG1	32402558	32414973
MIR4644	CHR_HSCHR6_1_CTG5	170330761	170330844
TRIM60P15	8	46792065	46793064
DDX39B-AS1	6	31542304	31543138
RNU6-4P	3	181231737	181231843
GPRIN1	5	176595802	176610133
RN7SL480P	1	150211632	150211925
RNU6-218P	7	6057500	6057604
MIR663B	2	132256966	132257080
RNU6-461P	3	102755064	102755170
RNU6-935P	X	50649641	50649740
SNORD61	X	136879199	136879271
RNU6-480P	5	51055353	51055459
MIR6784	17	45114367	45114433
RNU6-118P	11	62815966	62816067
MRPL49P1	5	64674853	64675387
RNU6-1226P	6	112196440	112196546
C15orf54	15	39250684	39254845
RNA5SP101	2	96956708	96956815
MIR4463	6	75428407	75428473
RNU1-74P	1	232832017	232832187
GPX6	CHR_HSCHR6_MHC_COX_CTG1	28510773	28515743
KCNG3	2	42442017	42494097
RNU7-173P	20	47826969	47827044
RNU6-268P	2	230752141	230752247
MIR4517	16	28958583	28958661
SAPCD1-AS1	CHR_HSCHR6_MHC_MCF_CTG1	31840606	31841884
TMEM205	19	11342776	11346518
RNA5SP245	7	130027277	130027397
MIR4640	6	30890883	30890972
MIR106A	X	134170198	134170278
RN7SKP53	11	99120176	99120490
RNU6-934P	X	101325404	101325510
RNU6-140P	19	38797002	38797109
RNA5SP354	12	26373598	26373733
RN7SL274P	16	14601823	14602094
RN7SL694P	16	14601823	14602094
RNU6-1287P	15	56274530	56274636
RN7SL297P	2	111930175	111930467
RN7SL864P	20	14223041	14223325
RPL18	19	48615328	48619536
RNU6-1088P	12	120313238	120313341
MIR891A	X	146027794	146027872
MIR370	14	100911166	100911275
MIR4637	5	14825929	14826012
SNORD115-25	15	25215541	25215622
MIR181C	19	13874699	13874808
RN7SL107P	8	80613544	80613826
RN7SL673P	15	30091662	30091898
ZC3H11B	1	219609627	219612062
NLRP2	CHR_HSCHR19LRC_PGF2_CTG3_1	54703078	54738934
LINC01031	1	193304745	193365953
RN7SL454P	17	78532813	78533055
SFTA2	CHR_HSCHR6_MHC_COX_CTG1	30921066	30921888
RNU6-1037P	18	66946116	66946222
RNU6-14P	9	15776181	15776286
RNU1-6P	1	16534081	16534224
CYSTM1	5	140174642	140282052
RN7SL215P	3	194145674	194145971
MIR518A2	19	53739333	53739419
MIR3619	22	46091044	46091126
FAM45B	X	130494965	130496588
TP53TG1	7	87325225	87345515
RIPPLY2	6	83853266	83857515
RNU6-298P	17	30861843	30861938
RNU6-468P	17	17578631	17578739
MIR491	9	20716100	20716209
MIR4327	21	30375294	30375378
MIR3158-1	10	101601417	101601497
MIR3158-2	10	101601417	101601497
MIR552	1	34669599	34669694
MIR6832	CHR_HSCHR6_MHC_DBB_CTG1	31615958	31616029
RNU6-282P	2	48501922	48502024
MIR1273G	1	52940314	52940413
RNU6-687P	10	54452423	54452511
RNU6-1050P	18	31937533	31937639
RN7SL635P	2	65545401	65545696
RN7SKP89	5	114253513	114253754
MIR4508	15	23562062	23562131
RN7SL659P	9	107811616	107811914
MTCO2P3	13	57204379	57204799
PTGES2	9	128120693	128128462
MIR4737	17	60043025	60043105
MIR4701	12	48771975	48772037
RNU6-737P	18	57284602	57284708
RNU6-1156P	11	125574719	125574818
TBC1D3P1	17	60008437	60017498
EEF1GP1	7	125033453	125035301
MIR203A	14	104117405	104117514
RNU6-471P	6	27596412	27596517
RNU6-1034P	17	29445300	29445400
CNOT3	CHR_HSCHR19LRC_PGF2_CTG3_1	54138182	54156191
MIR514A3	X	147284641	147284728
AK5	1	77282051	77559969
RNU6-328P	16	7004007	7004112
RNU6-426P	21	16035413	16035509
MIR135A1	3	52294219	52294308
TFAMP2	11	109907004	109907741
RN7SL258P	17	44409059	44409358
RNU1-48P	Y	18486511	18486672
HCG4P11	CHR_HSCHR6_MHC_DBB_CTG1	29720462	29721452
RN7SL870P	3	47560229	47560524
RNA5SP36	13	94651397	94651529
RNU6-124P	9	110539690	110539798
PGA5	11	61241042	61251448
RNU6-54P	13	70459464	70459570
RNA5SP143	3	142591677	142591791
LINC01398	1	46446673	46451281
MLIP-AS1	6	53978549	54079726
RNU7-107P	10	50590652	50590712
SNORD32A	19	49489965	49490048
RN7SL863P	3	62796124	62796419
MIR7851	12	42323700	42323859
RN7SL213P	14	67751228	67751544
MIR4449	4	52712682	52712747
C1orf186	1	206037231	206102459
RNU1-80P	17	77920098	77920258
ITGA8	10	15513949	15720125
MIR151B	14	100109419	100109514
RN7SKP140	20	21424758	21425041
SNORA76C	17	64146339	64146471
SNORD104	17	64146083	64146152
ZBTB12	CHR_HSCHR6_MHC_MCF_CTG1	31976089	31978474
RNU6-912P	7	65814672	65814775
RNU6-377P	3	12514706	12514807
CYP4V2	4	186191520	186213456
MIR660	X	50013236	50013345
PLA2R1	2	159932006	160062610
RNU6-947P	1	244954858	244954963
MIR4760	21	40212352	40212431
RNU1-42P	17	48949361	48949520
RN7SL127P	4	78898855	78899154
NCR1	CHR_HSCHR19LRC_COX1_CTG3_1	54835171	54842110
MIR214	1	172138798	172138907
NFIX	19	12995608	13098796
ERCC6L2	9	95875701	96014571
RPSAP50	11	109982192	109983043
RNU6-345P	X	101915589	101915695
MIR320B1	1	116671749	116671827
MIR4436B2	2	110284853	110284943
PTPRG-AS1	3	62260865	62369330
RNU6-306P	10	21564471	21564577
MIR890	X	145994275	145994351
RN7SKP27	2	22861552	22861884
NLRP7	CHR_HSCHR19LRC_PGF2_CTG3_1	54661303	54685299
MIR4443	3	48196564	48196616
RNU6-442P	8	125900951	125901054
RNU6-62P	13	95019235	95019336
RN7SL271P	3	71827177	71827471
TEX264	3	51662693	51704323
RNU7-43P	17	8511125	8511188
RNU6-982P	19	53745004	53745105
CT47A4	X	120967886	120971208
MIR5694	14	67441855	67441930
MIR6740	1	202003124	202003236
C11orf63	11	122882528	122959798
MIR5004	6	33438331	33438437
SNORD101	6	132815307	132815379
RNU6-209P	5	164935162	164935268
PPEF1-AS1	X	18688643	18691604
RNA5-8S5	KI270733.1	173956	174108
RNU7-110P	3	33414150	33414211
RNU6-175P	2	132406752	132406858
RNY1P2	13	102016953	102017069
MIR1247	14	101560287	101560422
BMPR1B-AS1	4	94743800	94757533
MIR4659B	8	6745164	6745244
MIR4659A	8	6745164	6745244
MIR544B	3	124732439	124732516
MIR5001	2	232550474	232550573
SNORA19	10	119060011	119060138
